category,brand,offers,expiring_in_days,Sentence
apparel,Gucci,10 percent,20,"🌟 Grab 10 percent off on Gucci apparel! Limited offer, only 20 days left!"
apparel,Gucci,10 percent,4,"🌟 Grab 10 percent off on Gucci apparel! Limited offer, only 4 days left!"
jewelry,Tiffany,15 percent,9,"🌟 Grab 15 percent off on Tiffany jewelry! Limited offer, only 9 days left!"
apparel,Zara,15 percent,27,"🌟 Grab 15 percent off on Zara apparel! Limited offer, only 27 days left!"
apparel,Nike,5 percent,14,"🌟 Grab 5 percent off on Nike apparel! Limited offer, only 14 days left!"
apparel,Adidas,15 percent,7,"🌟 Grab 15 percent off on Adidas apparel! Limited offer, only 7 days left!"
apparel,Adidas,20 percent,21,"🌟 Grab 20 percent off on Adidas apparel! Limited offer, only 21 days left!"
apparel,Nike,20 percent,13,"🌟 Grab 20 percent off on Nike apparel! Limited offer, only 13 days left!"
apparel,Adidas,5 percent,15,"🌟 Grab 5 percent off on Adidas apparel! Limited offer, only 15 days left!"
jewelry,Pandora,10 percent,25,"🌟 Grab 10 percent off on Pandora jewelry! Limited offer, only 25 days left!"
jewelry,Tiffany,10 percent,27,"🌟 Grab 10 percent off on Tiffany jewelry! Limited offer, only 27 days left!"
accessories,Coach,15 percent,26,"🌟 Grab 15 percent off on Coach accessories! Limited offer, only 26 days left!"
electronics,Apple,5 percent,18,"🌟 Grab 5 percent off on Apple electronics! Limited offer, only 18 days left!"
jewelry,Pandora,15 percent,21,"🌟 Grab 15 percent off on Pandora jewelry! Limited offer, only 21 days left!"
electronics,Apple,15 percent,17,"🌟 Grab 15 percent off on Apple electronics! Limited offer, only 17 days left!"
jewelry,Swatch,10 percent,20,"🌟 Grab 10 percent off on Swatch jewelry! Limited offer, only 20 days left!"
apparel,Zara,20 percent,28,"🌟 Grab 20 percent off on Zara apparel! Limited offer, only 28 days left!"
jewelry,Tiffany,20 percent,17,"🌟 Grab 20 percent off on Tiffany jewelry! Limited offer, only 17 days left!"
electronics,Dell,10 percent,21,"🌟 Grab 10 percent off on Dell electronics! Limited offer, only 21 days left!"
apparel,Nike,15 percent,19,"🌟 Grab 15 percent off on Nike apparel! Limited offer, only 19 days left!"
jewelry,Tiffany,10 percent,22,"🌟 Grab 10 percent off on Tiffany jewelry! Limited offer, only 22 days left!"
jewelry,Pandora,15 percent,15,"🌟 Grab 15 percent off on Pandora jewelry! Limited offer, only 15 days left!"
electronics,Samsung,5 percent,24,"🌟 Grab 5 percent off on Samsung electronics! Limited offer, only 24 days left!"
accessories,Fossil,10 percent,21,"🌟 Grab 10 percent off on Fossil accessories! Limited offer, only 21 days left!"
apparel,Nike,5 percent,5,"🌟 Grab 5 percent off on Nike apparel! Limited offer, only 5 days left!"
accessories,Coach,15 percent,4,"🌟 Grab 15 percent off on Coach accessories! Limited offer, only 4 days left!"
apparel,Gucci,15 percent,18,"🌟 Grab 15 percent off on Gucci apparel! Limited offer, only 18 days left!"
apparel,Adidas,20 percent,2,"🌟 Grab 20 percent off on Adidas apparel! Limited offer, only 2 days left!"
accessories,Fossil,15 percent,9,"🌟 Grab 15 percent off on Fossil accessories! Limited offer, only 9 days left!"
jewelry,Bvlgari,20 percent,3,"🌟 Grab 20 percent off on Bvlgari jewelry! Limited offer, only 3 days left!"
jewelry,Tiffany,5 percent,27,"🌟 Grab 5 percent off on Tiffany jewelry! Limited offer, only 27 days left!"
jewelry,Tiffany,5 percent,7,"🌟 Grab 5 percent off on Tiffany jewelry! Limited offer, only 7 days left!"
accessories,Michael Kors,20 percent,21,"🌟 Grab 20 percent off on Michael Kors accessories! Limited offer, only 21 days left!"
apparel,Zara,20 percent,6,"🌟 Grab 20 percent off on Zara apparel! Limited offer, only 6 days left!"
electronics,Apple,5 percent,2,"🌟 Grab 5 percent off on Apple electronics! Limited offer, only 2 days left!"
apparel,Gucci,15 percent,19,"🌟 Grab 15 percent off on Gucci apparel! Limited offer, only 19 days left!"
accessories,Michael Kors,10 percent,11,"🌟 Grab 10 percent off on Michael Kors accessories! Limited offer, only 11 days left!"
electronics,Samsung,15 percent,7,"🌟 Grab 15 percent off on Samsung electronics! Limited offer, only 7 days left!"
accessories,Kate Spade,5 percent,24,"🌟 Grab 5 percent off on Kate Spade accessories! Limited offer, only 24 days left!"
accessories,Michael Kors,15 percent,14,"🌟 Grab 15 percent off on Michael Kors accessories! Limited offer, only 14 days left!"
jewelry,Tiffany,10 percent,1,"🌟 Grab 10 percent off on Tiffany jewelry! Limited offer, only 1 days left!"
electronics,Apple,20 percent,11,"🌟 Grab 20 percent off on Apple electronics! Limited offer, only 11 days left!"
accessories,Ray-Ban,20 percent,12,"🌟 Grab 20 percent off on Ray-Ban accessories! Limited offer, only 12 days left!"
apparel,Adidas,20 percent,8,"🌟 Grab 20 percent off on Adidas apparel! Limited offer, only 8 days left!"
jewelry,Pandora,15 percent,16,"🌟 Grab 15 percent off on Pandora jewelry! Limited offer, only 16 days left!"
apparel,Zara,20 percent,14,"🌟 Grab 20 percent off on Zara apparel! Limited offer, only 14 days left!"
apparel,Gucci,10 percent,29,"🌟 Grab 10 percent off on Gucci apparel! Limited offer, only 29 days left!"
electronics,LG,15 percent,20,"🌟 Grab 15 percent off on LG electronics! Limited offer, only 20 days left!"
jewelry,Pandora,20 percent,6,"🌟 Grab 20 percent off on Pandora jewelry! Limited offer, only 6 days left!"
electronics,Apple,15 percent,8,"🌟 Grab 15 percent off on Apple electronics! Limited offer, only 8 days left!"
accessories,Fossil,15 percent,4,"🌟 Grab 15 percent off on Fossil accessories! Limited offer, only 4 days left!"
apparel,Nike,10 percent,15,"🌟 Grab 10 percent off on Nike apparel! Limited offer, only 15 days left!"
jewelry,Cartier,10 percent,14,"🌟 Grab 10 percent off on Cartier jewelry! Limited offer, only 14 days left!"
jewelry,Pandora,20 percent,2,"🌟 Grab 20 percent off on Pandora jewelry! Limited offer, only 2 days left!"
electronics,Dell,15 percent,30,"🌟 Grab 15 percent off on Dell electronics! Limited offer, only 30 days left!"
jewelry,Tiffany,5 percent,11,"🌟 Grab 5 percent off on Tiffany jewelry! Limited offer, only 11 days left!"
jewelry,Pandora,5 percent,15,"🌟 Grab 5 percent off on Pandora jewelry! Limited offer, only 15 days left!"
jewelry,Bvlgari,15 percent,22,"🌟 Grab 15 percent off on Bvlgari jewelry! Limited offer, only 22 days left!"
accessories,Michael Kors,20 percent,12,"🌟 Grab 20 percent off on Michael Kors accessories! Limited offer, only 12 days left!"
accessories,Kate Spade,20 percent,14,"🌟 Grab 20 percent off on Kate Spade accessories! Limited offer, only 14 days left!"
jewelry,Cartier,5 percent,28,"🌟 Grab 5 percent off on Cartier jewelry! Limited offer, only 28 days left!"
electronics,Samsung,5 percent,10,"🌟 Grab 5 percent off on Samsung electronics! Limited offer, only 10 days left!"
accessories,Ray-Ban,20 percent,22,"🌟 Grab 20 percent off on Ray-Ban accessories! Limited offer, only 22 days left!"
jewelry,Cartier,20 percent,28,"🌟 Grab 20 percent off on Cartier jewelry! Limited offer, only 28 days left!"
electronics,LG,10 percent,8,"🌟 Grab 10 percent off on LG electronics! Limited offer, only 8 days left!"
accessories,Kate Spade,20 percent,3,"🌟 Grab 20 percent off on Kate Spade accessories! Limited offer, only 3 days left!"
jewelry,Bvlgari,20 percent,29,"🌟 Grab 20 percent off on Bvlgari jewelry! Limited offer, only 29 days left!"
electronics,Samsung,5 percent,29,"🌟 Grab 5 percent off on Samsung electronics! Limited offer, only 29 days left!"
electronics,Dell,5 percent,6,"🌟 Grab 5 percent off on Dell electronics! Limited offer, only 6 days left!"
electronics,Apple,5 percent,19,"🌟 Grab 5 percent off on Apple electronics! Limited offer, only 19 days left!"
accessories,Michael Kors,20 percent,6,"🌟 Grab 20 percent off on Michael Kors accessories! Limited offer, only 6 days left!"
electronics,Apple,10 percent,1,"🌟 Grab 10 percent off on Apple electronics! Limited offer, only 1 days left!"
accessories,Coach,5 percent,3,"🌟 Grab 5 percent off on Coach accessories! Limited offer, only 3 days left!"
jewelry,Swatch,5 percent,11,"🌟 Grab 5 percent off on Swatch jewelry! Limited offer, only 11 days left!"
apparel,Adidas,15 percent,13,"🌟 Grab 15 percent off on Adidas apparel! Limited offer, only 13 days left!"
